20200301, Dallas/Fort Worth, TX, El Paso, TX, 0
20200305, Houston, TX, El Paso, TX, 0
20200305, Dallas/Fort Worth, TX, El Paso, TX, 0
20200305, Houston, TX, El Paso, TX, 0
20200305, Chicago, IL, El Paso, TX, 0
20200305, Chicago, IL, El Paso, TX, 0
20200305, Dallas, TX, El Paso, TX, 0
20200305, Dallas, TX, El Paso, TX, 0
20200305, Dallas, TX, El Paso, TX, 0
20200305, Dallas, TX, El Paso, TX, 0
20200305, Denver, CO, El Paso, TX, 0
20200305, Houston, TX, El Paso, TX, 0
20200305, Houston, TX, El Paso, TX, 0
20200305, Las Vegas, NV, El Paso, TX, 0
20200305, Las Vegas, NV, El Paso, TX, 0
20200305, Los Angeles, CA, El Paso, TX, 0
20200305, Los Angeles, CA, El Paso, TX, 0
20200305, Phoenix, AZ, El Paso, TX, 0
20200305, Phoenix, AZ, El Paso, TX, 0
20200305, Phoenix, AZ, El Paso, TX, 0
20200305, San Diego, CA, El Paso, TX, 0
20200305, San Antonio, TX, El Paso, TX, 0
20200305, San Antonio, TX, El Paso, TX, 0
20200305, Houston, TX, El Paso, TX, 0
20200306, Dallas/Fort Worth, TX, El Paso, TX, 0
20200306, Dallas/Fort Worth, TX, El Paso, TX, 0
20200306, Atlanta, GA, El Paso, TX, 0
20200306, Las Vegas, NV, El Paso, TX, 0
20200306, Denver, CO, El Paso, TX, 0
20200306, Denver, CO, El Paso, TX, 0
20200306, Houston, TX, El Paso, TX, 0
20200306, Dallas/Fort Worth, TX, El Paso, TX, 0
20200306, Houston, TX, El Paso, TX, 0
20200306, Chicago, IL, El Paso, TX, 0
20200306, Chicago, IL, El Paso, TX, 0
20200306, Austin, TX, El Paso, TX, 0
20200306, Dallas, TX, El Paso, TX, 0
20200306, Dallas, TX, El Paso, TX, 0
20200306, Dallas, TX, El Paso, TX, 0
20200306, Dallas, TX, El Paso, TX, 0
20200306, Denver, CO, El Paso, TX, 0
20200306, Houston, TX, El Paso, TX, 0
20200306, Houston, TX, El Paso, TX, 0
20200306, Houston, TX, El Paso, TX, 0
20200306, Las Vegas, NV, El Paso, TX, 0
20200306, Las Vegas, NV, El Paso, TX, 0
20200306, Los Angeles, CA, El Paso, TX, 0
20200306, Los Angeles, CA, El Paso, TX, 0
20200306, Phoenix, AZ, El Paso, TX, 0
20200306, Phoenix, AZ, El Paso, TX, 0
20200306, Phoenix, AZ, El Paso, TX, 0
20200306, San Diego, CA, El Paso, TX, 0
20200306, San Antonio, TX, El Paso, TX, 0
20200306, San Antonio, TX, El Paso, TX, 0
20200306, Houston, TX, El Paso, TX, 0
20200306, Houston, TX, El Paso, TX, 0
20200306, Dallas/Fort Worth, TX, El Paso, TX, 0
20200306, Dallas/Fort Worth, TX, El Paso, TX, 0
20200306, Phoenix, AZ, El Paso, TX, 0
20200306, Atlanta, GA, El Paso, TX, 0
20200306, Chicago, IL, El Paso, TX, 0
20200306, Houston, TX, El Paso, TX, 0
20200306, Phoenix, AZ, El Paso, TX, 0
20200306, Phoenix, AZ, El Paso, TX, 0
20200306, Phoenix, AZ, El Paso, TX, 0
20200306, Phoenix, AZ, El Paso, TX, 0
20200306, Dallas/Fort Worth, TX, El Paso, TX, 0
20200306, Dallas/Fort Worth, TX, El Paso, TX, 0
20200306, Dallas/Fort Worth, TX, El Paso, TX, 0
20200306, Dallas/Fort Worth, TX, El Paso, TX, 0
20200307, Dallas/Fort Worth, TX, El Paso, TX, 0
20200307, Atlanta, GA, El Paso, TX, 0
20200307, Houston, TX, El Paso, TX, 0
20200307, Chicago, IL, El Paso, TX, 0
20200307, Houston, TX, El Paso, TX, 0
20200307, Houston, TX, El Paso, TX, 0
20200307, Phoenix, AZ, El Paso, TX, 0
20200307, Phoenix, AZ, El Paso, TX, 0
20200307, Phoenix, AZ, El Paso, TX, 0
20200307, Phoenix, AZ, El Paso, TX, 0
20200307, Dallas/Fort Worth, TX, El Paso, TX, 0
20200307, Dallas/Fort Worth, TX, El Paso, TX, 0
20200307, Dallas/Fort Worth, TX, El Paso, TX, 0
20200307, Dallas/Fort Worth, TX, El Paso, TX, 0
20200307, Houston, TX, El Paso, TX, 0
20200307, Chicago, IL, El Paso, TX, 0
20200307, Denver, CO, El Paso, TX, 0
20200307, Houston, TX, El Paso, TX, 0
20200307, Las Vegas, NV, El Paso, TX, 0
20200307, Las Vegas, NV, El Paso, TX, 0
20200307, Los Angeles, CA, El Paso, TX, 0
20200307, Phoenix, AZ, El Paso, TX, 0
20200307, Phoenix, AZ, El Paso, TX, 0
20200307, San Antonio, TX, El Paso, TX, 0
20200307, Austin, TX, El Paso, TX, 0
20200307, Austin, TX, El Paso, TX, 0
20200307, Dallas, TX, El Paso, TX, 0
20200307, Dallas, TX, El Paso, TX, 0
20200307, Dallas, TX, El Paso, TX, 0
20200307, Dallas, TX, El Paso, TX, 0
20200307, Denver, CO, El Paso, TX, 0
20200307, Houston, TX, El Paso, TX, 0
20200307, Dallas/Fort Worth, TX, El Paso, TX, 0
20200307, Phoenix, AZ, El Paso, TX, 0
20200307, Dallas/Fort Worth, TX, El Paso, TX, 0
20200308, Dallas/Fort Worth, TX, El Paso, TX, 0
20200308, Dallas/Fort Worth, TX, El Paso, TX, 0
20200308, Dallas/Fort Worth, TX, El Paso, TX, 0
20200308, Dallas/Fort Worth, TX, El Paso, TX, 0
20200308, Phoenix, AZ, El Paso, TX, 0
20200308, Atlanta, GA, El Paso, TX, 0
20200308, Atlanta, GA, El Paso, TX, 0
20200308, Houston, TX, El Paso, TX, 0
20200308, Denver, CO, El Paso, TX, 0
20200308, Chicago, IL, El Paso, TX, 0
20200308, Phoenix, AZ, El Paso, TX, 0
20200308, Phoenix, AZ, El Paso, TX, 0
20200308, Phoenix, AZ, El Paso, TX, 0
20200308, Phoenix, AZ, El Paso, TX, 0
20200308, Dallas/Fort Worth, TX, El Paso, TX, 0
20200308, Dallas/Fort Worth, TX, El Paso, TX, 0
20200308, Dallas/Fort Worth, TX, El Paso, TX, 0
20200308, Dallas/Fort Worth, TX, El Paso, TX, 0
20200308, Denver, CO, El Paso, TX, 0
20200308, Denver, CO, El Paso, TX, 0
20200308, Denver, CO, El Paso, TX, 0
20200308, Dallas/Fort Worth, TX, El Paso, TX, 0
20200308, Houston, TX, El Paso, TX, 0
20200308, Houston, TX, El Paso, TX, 0
20200308, Chicago, IL, El Paso, TX, 0
20200308, Chicago, IL, El Paso, TX, 0
20200308, Austin, TX, El Paso, TX, 0
20200308, Austin, TX, El Paso, TX, 0
20200308, Austin, TX, El Paso, TX, 0
20200308, Dallas, TX, El Paso, TX, 0
20200308, Dallas, TX, El Paso, TX, 0
20200308, Dallas, TX, El Paso, TX, 0
20200308, Dallas, TX, El Paso, TX, 0
20200308, Houston, TX, El Paso, TX, 0
20200308, Houston, TX, El Paso, TX, 0
20200308, Houston, TX, El Paso, TX, 0
20200308, Las Vegas, NV, El Paso, TX, 0
20200308, Las Vegas, NV, El Paso, TX, 0
20200308, Las Vegas, NV, El Paso, TX, 0
20200308, Los Angeles, CA, El Paso, TX, 0
20200308, Phoenix, AZ, El Paso, TX, 0
20200308, San Diego, CA, El Paso, TX, 0
20200308, San Antonio, TX, El Paso, TX, 0
20200308, San Antonio, TX, El Paso, TX, 0
20200308, San Antonio, TX, El Paso, TX, 0
20200308, Houston, TX, El Paso, TX, 0
20200308, Houston, TX, El Paso, TX, 0
20200309, Dallas/Fort Worth, TX, El Paso, TX, 0
20200309, Dallas/Fort Worth, TX, El Paso, TX, 0
20200309, Las Vegas, NV, El Paso, TX, 0
20200309, Houston, TX, El Paso, TX, 0
20200309, Houston, TX, El Paso, TX, 0
20200309, Houston, TX, El Paso, TX, 0
20200309, Las Vegas, NV, El Paso, TX, 0
20200309, Las Vegas, NV, El Paso, TX, 0
20200309, Los Angeles, CA, El Paso, TX, 0
20200309, Los Angeles, CA, El Paso, TX, 0
20200309, Phoenix, AZ, El Paso, TX, 0
20200309, Phoenix, AZ, El Paso, TX, 0
20200309, San Diego, CA, El Paso, TX, 0
20200309, San Antonio, TX, El Paso, TX, 0
20200309, San Antonio, TX, El Paso, TX, 0
20200309, Denver, CO, El Paso, TX, 0
20200309, Denver, CO, El Paso, TX, 0
20200309, Houston, TX, El Paso, TX, 0
20200309, Dallas/Fort Worth, TX, El Paso, TX, 0
20200309, Houston, TX, El Paso, TX, 0
20200309, Chicago, IL, El Paso, TX, 0
20200309, Chicago, IL, El Paso, TX, 0
20200309, Austin, TX, El Paso, TX, 0
20200309, Austin, TX, El Paso, TX, 0
20200309, Dallas, TX, El Paso, TX, 0
20200309, Dallas, TX, El Paso, TX, 0
20200309, Dallas, TX, El Paso, TX, 0
20200309, Dallas, TX, El Paso, TX, 0
20200309, Denver, CO, El Paso, TX, 0
20200309, Houston, TX, El Paso, TX, 0
20200309, Houston, TX, El Paso, TX, 0
20200309, Dallas/Fort Worth, TX, El Paso, TX, 0
20200309, Dallas/Fort Worth, TX, El Paso, TX, 0
20200309, Phoenix, AZ, El Paso, TX, 0
20200309, Atlanta, GA, El Paso, TX, 0
20200309, Atlanta, GA, El Paso, TX, 0
20200309, Chicago, IL, El Paso, TX, 0
20200309, Houston, TX, El Paso, TX, 0
20200309, Phoenix, AZ, El Paso, TX, 0
20200309, Phoenix, AZ, El Paso, TX, 0
20200309, Phoenix, AZ, El Paso, TX, 0
20200309, Phoenix, AZ, El Paso, TX, 0
20200309, Dallas/Fort Worth, TX, El Paso, TX, 0
20200309, Dallas/Fort Worth, TX, El Paso, TX, 0
20200309, Dallas/Fort Worth, TX, El Paso, TX, 0
20200309, Dallas/Fort Worth, TX, El Paso, TX, 0
20200310, Dallas/Fort Worth, TX, El Paso, TX, 0
20200310, Dallas/Fort Worth, TX, El Paso, TX, 0
20200310, Dallas/Fort Worth, TX, El Paso, TX, 0
20200310, Phoenix, AZ, El Paso, TX, 0
20200310, Denver, CO, El Paso, TX, 0
20200310, Chicago, IL, El Paso, TX, 0
20200310, Houston, TX, El Paso, TX, 0
20200310, Phoenix, AZ, El Paso, TX, 0
20200310, Phoenix, AZ, El Paso, TX, 0
20200310, Phoenix, AZ, El Paso, TX, 0
20200310, Phoenix, AZ, El Paso, TX, 0
20200310, Dallas/Fort Worth, TX, El Paso, TX, 0
20200310, Dallas/Fort Worth, TX, El Paso, TX, 0
20200310, Dallas/Fort Worth, TX, El Paso, TX, 0
20200310, Dallas/Fort Worth, TX, El Paso, TX, 0
20200310, Houston, TX, El Paso, TX, 0
20200310, Chicago, IL, El Paso, TX, 0
20200310, Houston, TX, El Paso, TX, 0
20200310, Houston, TX, El Paso, TX, 0
20200310, Atlanta, GA, El Paso, TX, 0
20200310, Atlanta, GA, El Paso, TX, 0
20200310, Austin, TX, El Paso, TX, 0
20200310, Austin, TX, El Paso, TX, 0
20200310, Dallas, TX, El Paso, TX, 0
20200310, Dallas, TX, El Paso, TX, 0
20200310, Dallas, TX, El Paso, TX, 0
20200310, Dallas, TX, El Paso, TX, 0
20200310, Denver, CO, El Paso, TX, 0
20200310, Houston, TX, El Paso, TX, 0
20200310, Houston, TX, El Paso, TX, 0
20200310, Houston, TX, El Paso, TX, 0
20200310, Las Vegas, NV, El Paso, TX, 0
20200310, Las Vegas, NV, El Paso, TX, 0
20200310, Los Angeles, CA, El Paso, TX, 0
20200310, Los Angeles, CA, El Paso, TX, 0
20200310, Phoenix, AZ, El Paso, TX, 0
20200310, Phoenix, AZ, El Paso, TX, 0
20200310, San Diego, CA, El Paso, TX, 0
20200310, San Antonio, TX, El Paso, TX, 0
20200310, San Antonio, TX, El Paso, TX, 0
20200310, Houston, TX, El Paso, TX, 0
20200310, Denver, CO, El Paso, TX, 0
20200310, Denver, CO, El Paso, TX, 0
20200310, Chicago, IL, El Paso, TX, 0
20200310, Dallas/Fort Worth, TX, El Paso, TX, 0
20200310, Dallas/Fort Worth, TX, El Paso, TX, 0
20200311, Dallas/Fort Worth, TX, El Paso, TX, 0
20200311, Dallas/Fort Worth, TX, El Paso, TX, 0
20200311, Dallas/Fort Worth, TX, El Paso, TX, 0
20200311, Dallas/Fort Worth, TX, El Paso, TX, 0
20200311, Phoenix, AZ, El Paso, TX, 0
20200311, Chicago, IL, El Paso, TX, 0
20200311, Houston, TX, El Paso, TX, 0
20200311, Houston, TX, El Paso, TX, 0
20200311, Phoenix, AZ, El Paso, TX, 0
20200311, Phoenix, AZ, El Paso, TX, 0
20200311, Phoenix, AZ, El Paso, TX, 0
20200311, Phoenix, AZ, El Paso, TX, 0
20200311, Dallas/Fort Worth, TX, El Paso, TX, 0
20200311, Dallas/Fort Worth, TX, El Paso, TX, 0
20200311, Dallas/Fort Worth, TX, El Paso, TX, 0
20200311, Dallas/Fort Worth, TX, El Paso, TX, 0
20200311, Atlanta, GA, El Paso, TX, 0
20200311, Atlanta, GA, El Paso, TX, 0
20200311, Houston, TX, El Paso, TX, 0
20200311, Houston, TX, El Paso, TX, 1
20200311, Houston, TX, El Paso, TX, 0
20200311, Las Vegas, NV, El Paso, TX, 1
20200311, Las Vegas, NV, El Paso, TX, 0
20200311, Los Angeles, CA, El Paso, TX, 0
20200311, Los Angeles, CA, El Paso, TX, 0
20200311, Phoenix, AZ, El Paso, TX, 0
20200311, Phoenix, AZ, El Paso, TX, 1
20200311, San Diego, CA, El Paso, TX, 0
20200311, San Antonio, TX, El Paso, TX, 0
20200311, San Antonio, TX, El Paso, TX, 0
20200311, Austin, TX, El Paso, TX, 0
20200311, Austin, TX, El Paso, TX, 0
20200311, Dallas, TX, El Paso, TX, 0
20200311, Dallas, TX, El Paso, TX, 0
20200311, Dallas, TX, El Paso, TX, 0
20200311, Dallas, TX, El Paso, TX, 0
20200311, Denver, CO, El Paso, TX, 0
20200311, Denver, CO, El Paso, TX, 0
20200311, Dallas/Fort Worth, TX, El Paso, TX, 0
20200311, Houston, TX, El Paso, TX, 0
20200311, Chicago, IL, El Paso, TX, 0
20200311, Chicago, IL, El Paso, TX, 0
20200311, Houston, TX, El Paso, TX, 0
20200311, Houston, TX, El Paso, TX, 0
20200312, Dallas/Fort Worth, TX, El Paso, TX, 0
20200312, Dallas/Fort Worth, TX, El Paso, TX, 0
20200312, Denver, CO, El Paso, TX, 0
20200312, Denver, CO, El Paso, TX, 0
20200312, Houston, TX, El Paso, TX, 0
20200312, Atlanta, GA, El Paso, TX, 0
20200312, Austin, TX, El Paso, TX, 0
20200312, Austin, TX, El Paso, TX, 0
20200312, Dallas, TX, El Paso, TX, 0
20200312, Dallas, TX, El Paso, TX, 0
20200312, Dallas, TX, El Paso, TX, 0
20200312, Dallas, TX, El Paso, TX, 0
20200312, Denver, CO, El Paso, TX, 0
20200312, Houston, TX, El Paso, TX, 0
20200312, Houston, TX, El Paso, TX, 0
20200312, Houston, TX, El Paso, TX, 0
20200312, Las Vegas, NV, El Paso, TX, 0
20200312, Las Vegas, NV, El Paso, TX, 0
20200312, Los Angeles, CA, El Paso, TX, 0
20200312, Los Angeles, CA, El Paso, TX, 0
20200312, Phoenix, AZ, El Paso, TX, 0
20200312, Phoenix, AZ, El Paso, TX, 0
20200312, San Diego, CA, El Paso, TX, 0
20200312, San Antonio, TX, El Paso, TX, 0
20200312, San Antonio, TX, El Paso, TX, 0
20200312, Dallas/Fort Worth, TX, El Paso, TX, 0
20200312, Houston, TX, El Paso, TX, 0
20200312, Chicago, IL, El Paso, TX, 0
20200312, Chicago, IL, El Paso, TX, 0
20200312, Houston, TX, El Paso, TX, 0
20200312, Houston, TX, El Paso, TX, 0
20200312, Dallas/Fort Worth, TX, El Paso, TX, 0
20200312, Dallas/Fort Worth, TX, El Paso, TX, 0
20200312, Phoenix, AZ, El Paso, TX, 0
20200312, Denver, CO, El Paso, TX, 0
20200312, Chicago, IL, El Paso, TX, 0
20200312, Houston, TX, El Paso, TX, 0
20200312, Phoenix, AZ, El Paso, TX, 0
20200312, Phoenix, AZ, El Paso, TX, 0
20200312, Phoenix, AZ, El Paso, TX, 0
20200312, Phoenix, AZ, El Paso, TX, 0
20200312, Dallas/Fort Worth, TX, El Paso, TX, 0
20200312, Dallas/Fort Worth, TX, El Paso, TX, 0
20200312, Dallas/Fort Worth, TX, El Paso, TX, 0
20200312, Dallas/Fort Worth, TX, El Paso, TX, 0
20200313, Dallas/Fort Worth, TX, El Paso, TX, 0
20200313, Dallas/Fort Worth, TX, El Paso, TX, 0
20200313, Phoenix, AZ, El Paso, TX, 0
20200313, Chicago, IL, El Paso, TX, 0
20200313, Phoenix, AZ, El Paso, TX, 0
20200313, Phoenix, AZ, El Paso, TX, 0
20200313, San Diego, CA, El Paso, TX, 0
20200313, San Antonio, TX, El Paso, TX, 0
20200313, San Antonio, TX, El Paso, TX, 0
20200313, Phoenix, AZ, El Paso, TX, 0
20200313, Phoenix, AZ, El Paso, TX, 0
20200313, Phoenix, AZ, El Paso, TX, 0
20200313, Phoenix, AZ, El Paso, TX, 0
20200313, Dallas/Fort Worth, TX, El Paso, TX, 0
20200313, Dallas/Fort Worth, TX, El Paso, TX, 0
20200313, Dallas/Fort Worth, TX, El Paso, TX, 0
20200313, Dallas/Fort Worth, TX, El Paso, TX, 0
20200313, Dallas/Fort Worth, TX, El Paso, TX, 0
20200313, Houston, TX, El Paso, TX, 0
20200313, Chicago, IL, El Paso, TX, 0
20200313, Chicago, IL, El Paso, TX, 0
20200313, Denver, CO, El Paso, TX, 0
20200313, Houston, TX, El Paso, TX, 0
20200313, Houston, TX, El Paso, TX, 0
20200313, Houston, TX, El Paso, TX, 0
20200313, Las Vegas, NV, El Paso, TX, 0
20200313, Las Vegas, NV, El Paso, TX, 0
20200313, Los Angeles, CA, El Paso, TX, 0
20200313, Los Angeles, CA, El Paso, TX, 0
20200313, Houston, TX, El Paso, TX, 0
20200313, Houston, TX, El Paso, TX, 0
