2020-03-01, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-04, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-04, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-04, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-04, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-04, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-04, El Paso, TX, TX, Chicago, IL, IL, 0.00, 
2020-03-04, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-04, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-04, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-04, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-04, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-04, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-04, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-04, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-04, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-04, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-04, El Paso, TX, TX, Chicago, IL, IL, 0.00, 
2020-03-04, El Paso, TX, TX, Chicago, IL, IL, 0.00, 
2020-03-04, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-04, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-04, El Paso, TX, TX, Austin, TX, TX, 0.00, 
2020-03-04, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-03-04, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-03-04, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-03-04, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-03-04, El Paso, TX, TX, Denver, CO, CO, 0.00, 
2020-03-04, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-04, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-04, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-04, El Paso, TX, TX, Las Vegas, NV, NV, 0.00, 
2020-03-04, El Paso, TX, TX, Las Vegas, NV, NV, 0.00, 
2020-03-04, El Paso, TX, TX, Los Angeles, CA, CA, 0.00, 
2020-03-04, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-04, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-04, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-04, El Paso, TX, TX, San Diego, CA, CA, 0.00, 
2020-03-04, El Paso, TX, TX, San Antonio, TX, TX, 0.00, 
2020-03-04, El Paso, TX, TX, San Antonio, TX, TX, 0.00, 
2020-03-04, El Paso, TX, TX, Denver, CO, CO, 0.00, 
2020-03-04, El Paso, TX, TX, Denver, CO, CO, 0.00, 
2020-03-04, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-04, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-04, El Paso, TX, TX, Atlanta, GA, GA, 0.00, 
2020-03-04, El Paso, TX, TX, Atlanta, GA, GA, 0.00, 
2020-03-05, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-05, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-05, El Paso, TX, TX, Atlanta, GA, GA, 0.00, 
2020-03-05, El Paso, TX, TX, Atlanta, GA, GA, 0.00, 
2020-03-05, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-05, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-05, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-05, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-05, El Paso, TX, TX, Denver, CO, CO, 0.00, 
2020-03-05, El Paso, TX, TX, Chicago, IL, IL, 0.00, 
2020-03-05, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-05, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-05, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-05, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-05, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-05, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-05, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-05, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-05, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-05, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-05, El Paso, TX, TX, Denver, CO, CO, 0.00, 
2020-03-05, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-05, El Paso, TX, TX, Denver, CO, CO, 0.00, 
2020-03-05, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-05, El Paso, TX, TX, Chicago, IL, IL, 0.00, 
2020-03-05, El Paso, TX, TX, Chicago, IL, IL, 0.00, 
2020-03-05, El Paso, TX, TX, Austin, TX, TX, 0.00, 
2020-03-05, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-03-05, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-03-05, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-03-05, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-03-05, El Paso, TX, TX, Denver, CO, CO, 0.00, 
2020-03-05, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-05, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-05, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-05, El Paso, TX, TX, Las Vegas, NV, NV, 0.00, 
2020-03-05, El Paso, TX, TX, Las Vegas, NV, NV, 0.00, 
2020-03-05, El Paso, TX, TX, Los Angeles, CA, CA, 0.00, 
2020-03-05, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-05, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-05, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-05, El Paso, TX, TX, San Diego, CA, CA, 0.00, 
2020-03-05, El Paso, TX, TX, San Antonio, TX, TX, 0.00, 
2020-03-05, El Paso, TX, TX, San Antonio, TX, TX, 0.00, 
2020-03-05, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-05, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-06, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-06, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-06, El Paso, TX, TX, Atlanta, GA, GA, 0.00, 
2020-03-06, El Paso, TX, TX, Las Vegas, NV, NV, 0.00, 
2020-03-06, El Paso, TX, TX, Denver, CO, CO, 0.00, 
2020-03-06, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-06, El Paso, TX, TX, Denver, CO, CO, 0.00, 
2020-03-06, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-06, El Paso, TX, TX, Chicago, IL, IL, 0.00, 
2020-03-06, El Paso, TX, TX, Chicago, IL, IL, 0.00, 
2020-03-06, El Paso, TX, TX, Austin, TX, TX, 0.00, 
2020-03-06, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-03-06, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-03-06, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-03-06, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-03-06, El Paso, TX, TX, Denver, CO, CO, 0.00, 
2020-03-06, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-06, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-06, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-06, El Paso, TX, TX, Las Vegas, NV, NV, 0.00, 
2020-03-06, El Paso, TX, TX, Las Vegas, NV, NV, 0.00, 
2020-03-06, El Paso, TX, TX, Los Angeles, CA, CA, 0.00, 
2020-03-06, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-06, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-06, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-06, El Paso, TX, TX, San Diego, CA, CA, 0.00, 
2020-03-06, El Paso, TX, TX, San Antonio, TX, TX, 0.00, 
2020-03-06, El Paso, TX, TX, San Antonio, TX, TX, 0.00, 
2020-03-06, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-06, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-06, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-06, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-06, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-06, El Paso, TX, TX, Atlanta, GA, GA, 0.00, 
2020-03-06, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-06, El Paso, TX, TX, Chicago, IL, IL, 0.00, 
2020-03-06, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-06, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-06, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-06, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-06, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-06, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-06, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-06, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-06, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-07, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-07, El Paso, TX, TX, Atlanta, GA, GA, 0.00, 
2020-03-07, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-07, El Paso, TX, TX, Chicago, IL, IL, 0.00, 
2020-03-07, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-07, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-07, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-07, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-07, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-07, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-07, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-07, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-07, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-07, El Paso, TX, TX, Chicago, IL, IL, 0.00, 
2020-03-07, El Paso, TX, TX, Austin, TX, TX, 0.00, 
2020-03-07, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-03-07, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-03-07, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-03-07, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-03-07, El Paso, TX, TX, Denver, CO, CO, 0.00, 
2020-03-07, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-07, El Paso, TX, TX, Houston, TX, TX, 1.00, 
2020-03-07, El Paso, TX, TX, Las Vegas, NV, NV, 0.00, 
2020-03-07, El Paso, TX, TX, Las Vegas, NV, NV, 0.00, 
2020-03-07, El Paso, TX, TX, Las Vegas, NV, NV, 0.00, 
2020-03-07, El Paso, TX, TX, Los Angeles, CA, CA, 0.00, 
2020-03-07, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-07, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-07, El Paso, TX, TX, San Antonio, TX, TX, 0.00, 
2020-03-07, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-07, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-07, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-07, El Paso, TX, TX, Denver, CO, CO, 0.00, 
2020-03-07, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-07, El Paso, TX, TX, Denver, CO, CO, 0.00, 
2020-03-07, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-07, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-08, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-08, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-08, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-08, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-08, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-08, El Paso, TX, TX, Atlanta, GA, GA, 0.00, 
2020-03-08, El Paso, TX, TX, Atlanta, GA, GA, 0.00, 
2020-03-08, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-08, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-08, El Paso, TX, TX, Denver, CO, CO, 0.00, 
2020-03-08, El Paso, TX, TX, Chicago, IL, IL, 0.00, 
2020-03-08, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-08, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-08, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-08, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-08, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-08, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-08, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-08, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-08, El Paso, TX, TX, Denver, CO, CO, 0.00, 
2020-03-08, El Paso, TX, TX, Denver, CO, CO, 0.00, 
2020-03-08, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-08, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-08, El Paso, TX, TX, Chicago, IL, IL, 0.00, 
2020-03-08, El Paso, TX, TX, Chicago, IL, IL, 0.00, 
2020-03-08, El Paso, TX, TX, Austin, TX, TX, 0.00, 
2020-03-08, El Paso, TX, TX, Austin, TX, TX, 0.00, 
2020-03-08, El Paso, TX, TX, Austin, TX, TX, 0.00, 
2020-03-08, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-03-08, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-03-08, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-03-08, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-03-08, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-08, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-08, El Paso, TX, TX, Las Vegas, NV, NV, 0.00, 
2020-03-08, El Paso, TX, TX, Las Vegas, NV, NV, 0.00, 
2020-03-08, El Paso, TX, TX, Los Angeles, CA, CA, 0.00, 
2020-03-08, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-08, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-08, El Paso, TX, TX, San Diego, CA, CA, 0.00, 
2020-03-08, El Paso, TX, TX, San Antonio, TX, TX, 0.00, 
2020-03-08, El Paso, TX, TX, San Antonio, TX, TX, 0.00, 
2020-03-08, El Paso, TX, TX, San Antonio, TX, TX, 0.00, 
2020-03-08, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-08, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-09, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-09, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-09, El Paso, TX, TX, Atlanta, GA, GA, 0.00, 
2020-03-09, El Paso, TX, TX, Las Vegas, NV, NV, 0.00, 
2020-03-09, El Paso, TX, TX, Denver, CO, CO, 0.00, 
2020-03-09, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-09, El Paso, TX, TX, Denver, CO, CO, 0.00, 
2020-03-09, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-09, El Paso, TX, TX, Chicago, IL, IL, 0.00, 
2020-03-09, El Paso, TX, TX, Chicago, IL, IL, 0.00, 
2020-03-09, El Paso, TX, TX, Austin, TX, TX, 0.00, 
2020-03-09, El Paso, TX, TX, Austin, TX, TX, 0.00, 
2020-03-09, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-03-09, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-03-09, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-03-09, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-03-09, El Paso, TX, TX, Denver, CO, CO, 0.00, 
